38113,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Written-based Online Courses;Interactive tutorial,Udemy,12,7,DevOps specialist,100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,223000,Yearly,Bash/Shell;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Go;JavaScript;Python;Rust,DynamoDB;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,MySQL;PostgreSQL;Redis;SQLite,AWS;Google Cloud,AWS,Express;Node.js;React.js;Svelte,Svelte,Apache Kafka,NA,Docker;Homebrew;Kubernetes;npm,Docker;Kubernetes;Unreal Engine,Emacs,Emacs,macOS,Windows Subsystem for Linux (WSL),Git,Code editor,,,Airtable;Confluence;monday.com;Notion;Smartsheet,monday.com,Slack;Zoom,Slack,Very unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Not sure/can't remember,NA,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,7,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,1-2 times a week,6-10 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Just right,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,No,Yes,Appropriate in length,Difficult,223000
38114,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Online books;Online forum;How-to videos,NA,19,13,Engineering manager,"1,000 to 4,999 employees",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,250000,Yearly,C;C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,C#,Microsoft SQL Server;Redis;SQLite,Redis;SQLite,Microsoft Azure,Microsoft Azure,React.js,NA,.NET,.NET;Xamarin,Kubernetes,NA,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Windows,Git,Command-line,,,Microsoft Lists;Trello,NA,Microsoft Teams;Zoom,Microsoft Teams;Slack,Very unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,250000
38118,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Other (please specify):",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Other (Please specify):,NA,18,14,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Database administrator;Cloud infrastructure engineer",500 to 999 employees,I have some influence,Other (please specify):;Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,200000,Yearly,Bash/Shell;HTML/CSS;JavaScript;SQL;TypeScript,Clojure;COBOL;Elixir;Fortran;Haskell;Kotlin;SQL;TypeScript,Microsoft SQL Server,CouchDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite,AWS,AWS;Microsoft Azure,Fastify;Node.js;React.js,Fastify;Node.js;React.js,NA,NA,Docker;npm;Terraform,Docker;Pulumi;Terraform,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,macOS,Git,Command-line;Dedicated version control GUI application,,,Confluence;Jira Work Management;Trello,Jira Work Management,Slack;Zoom,Slack;Zoom,Very unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",35-44 years old,Man,No,Bisexual,White,None of the above,None of the above,Yes,Independent contributor,14,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Never,1-2 times a week,3-5 times a week,30-60 minutes a day,60-120 minutes a day,Just right,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,Yes,Yes,Appropriate in length,Easy,200000
38128,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media,NA,NA,17,7,"Developer, back-end","5,000 to 9,999 employees",I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,200000,Yearly,Java;Python,Java,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,IntelliJ,NA,macOS,Linux-based;Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,NA,Slack;Zoom,NA,Very unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,7,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,Yes,Yes,Appropriate in length,Easy,200000
38199,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum)","Technical documentation;Programming Games;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses",NA,20,10,"Developer, back-end;Database administrator;Security professional",10 to 19 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,USD	United States dollar,150000,Yearly,C#;Go;JavaScript;SQL;TypeScript,C#;Go;JavaScript;TypeScript,PostgreSQL,NA,Google Cloud,NA,Angular,ASP.NET Core ;Svelte,NA,NA,Docker;Kubernetes,NA,Visual Studio Code,Visual Studio Code,macOS,Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Dedicated version control GUI application,,,NA,NA,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,15,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Never,Never,Never,30-60 minutes a day,30-60 minutes a day,Somewhat short,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery,Yes,No,Yes,Too short,Easy,150000
38204,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Written-based Online Courses;Coding sessions (live or recorded),Udemy;Codecademy;Pluralsight,25,20,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,I have some influence,Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,155000,Yearly,HTML/CSS;JavaScript;SQL;TypeScript,Python,DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,PostgreSQL,AWS;Google Cloud;Managed Hosting,AWS;Google Cloud,Express;Node.js;React.js,Express;Next.js;Node.js;React.js,NA,NA,Docker;npm;Yarn,Docker;npm;Yarn,Sublime Text;Vim;Webstorm,Sublime Text;Vim;Webstorm,Linux-based,Linux-based,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Confluence;Jira Work Management,Confluence,Google Chat;Zoom,Google Chat;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, definitely",35-44 years old,Man,No,Straight / Heterosexual,European;Middle Eastern,None of the above,None of the above,Yes,Independent contributor,25,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,Never,30-60 minutes a day,30-60 minutes a day,Just right,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,155000
38219,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)","Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses",NA,30,28,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,150000,Yearly,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;SQLite,Microsoft SQL Server;MongoDB;Redis;SQLite,AWS;Microsoft Azure,AWS;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;jQuery;React.js,Angular;ASP.NET;ASP.NET Core ;Blazor;React.js;Vue.js,.NET;Xamarin,.NET;Apache Kafka;Xamarin,Homebrew;npm;Yarn,Docker;Homebrew;npm;Unity 3D;Yarn,Nano;Visual Studio;Visual Studio Code,Nano;Visual Studio;Visual Studio Code,Windows,BSD;Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,NA,NA,Microsoft Teams;Slack;Zoom,Microsoft Teams,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Yes,Independent contributor,29,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,Never,60-120 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Continuous integration (CI) and (more often) continuous delivery,Yes,No,Yes,Appropriate in length,Easy,150000
38222,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Bootstrapping a business,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training",NA,NA,28,21,Data scientist or machine learning specialist;Other (please specify):,20 to 99 employees,I have some influence,Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,United States of America,USD	United States dollar,180000,Yearly,Bash/Shell;C++;Dart;JavaScript;Julia;Python;Scala,Bash/Shell;C++;JavaScript;Python,Elasticsearch;Firebase Realtime Database;SQLite,SQLite,AWS;Firebase;Google Cloud,AWS;Google Cloud,Flask;jQuery,FastAPI;Flask,Flutter;Hadoop;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Flutter;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker;Homebrew;Kubernetes,Docker;Kubernetes,IPython/Jupyter;Neovim;PyCharm;Vim;Visual Studio Code,IPython/Jupyter;Neovim;Vim;Visual Studio Code,Linux-based,Linux-based,Git,Code editor;Command-line;Version control hosting service web GUI,,,Airtable;ClickUp;Confluence;Smartsheet;Trello,NA,Cisco Webex Teams;Google Chat;Microsoft Teams;Slack;Symphony;Zoom,Slack;Zoom,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,21,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat long,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,Yes,Appropriate in length,Easy,180000
38223,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training;Colleague",NA,NA,32,27,"Developer, full-stack;DevOps specialist;Cloud infrastructure engineer;System administrator",100 to 499 employees,I have little or no influence,Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,150000,Yearly,C;C#;C++;HTML/CSS;JavaScript;Python;SQL,C;C#;C++;Go;HTML/CSS;JavaScript;Lua;Python;SQL,Elasticsearch;MariaDB;MySQL;Redis;SQLite,Elasticsearch;MariaDB;MySQL;Redis;SQLite,AWS;DigitalOcean,AWS;DigitalOcean,Flask,NA,Apache Kafka,Apache Kafka;TensorFlow,Ansible;Docker;Kubernetes,Ansible;Docker;Kubernetes;Unity 3D;Unreal Engine,Nano;Notepad++;Vim;Visual Studio Code,Nano;Notepad++;Vim;Visual Studio Code,Linux-based;Windows,Linux-based;Windows,Git,Command-line;Version control hosting service web GUI,,,Confluence;Trello,Confluence,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,27,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,3-5 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Very long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,No,No,No,Too long,Neither easy nor difficult,150000
38225,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)",Technical documentation;Written Tutorials;Stack Overflow,NA,12,10,"Developer, full-stack",10 to 19 employees,I have some influence,Start a free trial,United States of America,USD	United States dollar,156000,Yearly,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server,MongoDB;MySQL;PostgreSQL,NA,NA,ASP.NET;Vue.js,Deno;Express;Node.js;Vue.js,.NET,Electron,Docker;Homebrew;npm,Ansible;Docker;npm,Neovim;Visual Studio;Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),macOS;Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,Confluence;monday.com;Notion,Notion,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,11,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,3-5 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Very long,Microservices,Yes,No,No,Too long,Easy,156000
